signe	nom_propose	hpo_id	label_hpo	n	choix	arbitre	verdict_next	nom_next
Medially deviated distal phalanges of big toe	Tibial deviation of toes	HP:0100499	Tibial deviation of toes	1	HP:0010051	next:AUTRE Medial deviation of the hallux ?	AUTRE	Medial deviation of the hallux
Medially deviated distal phalanges of thumb	Ulnar deviation of finger	HP:0009465	Ulnar deviation of finger	1	HP:0005895	next:AUTRE Radial deviation of the thumb ?	AUTRE	Radial deviation of the thumb
Median cleft of occipital bone	Abnormal occipital bone morphology	HP:0012294	Abnormal occipital bone morphology	1	PARENT:HP:0012294	next:AUTRE Cleft occipital bone ?	AUTRE	Cleft occipital bone
medication-refractory epilepsy	Seizure	HP:0001250	Seizure	1	HP:0001250	next:AUTRE Intractable epilepsy ?	AUTRE	Intractable epilepsy
Medulla oblongata atrophy	Abnormal medulla oblongata morphology	HP:0011441	Abnormal medulla oblongata morphology	1	PARENT:HP:0011441	next:AUTRE Atrophy of the medulla oblongata ?	AUTRE	Atrophy of the medulla oblongata
Medullary atrophy	Atrophy/Degeneration affecting the brainstem	HP:0007366	Atrophy/Degeneration affecting the brainstem	1	PARENT:HP:0011441	next:AUTRE Atrophy of the medulla oblongata ?	AUTRE	Atrophy of the medulla oblongata
medullary cystic renal disease	Cystic renal dysplasia	HP:0000800	Cystic renal dysplasia	1	HP:0008659	next:AUTRE Medullary cystic kidney disease ?	AUTRE	Medullary cystic kidney disease
medullary cysts	Renal cyst	HP:0000107	Renal cyst	1	HP:0008659	next:AUTRE Medullary cysts ?	AUTRE	Medullary cysts
Medullary expansile lesions with a lacy pattern	Osteolysis	HP:0002797	Osteolysis	1	NON	next:AUTRE Expansile bone lesion ?	AUTRE	Expansile bone lesion
medullary sponge kidney	Abnormal renal morphology	HP:0012210	Abnormal renal morphology	1	PARENT:HP:0100957	next:AUTRE Medullary sponge kidney ?	AUTRE	Medullary sponge kidney
Megaloblastic erythropoiesis	Megaloblastic anemia	HP:0001889	Megaloblastic anemia	1	HP:0001980	next:AUTRE Megaloblastic erythropoiesis ?	AUTRE	Megaloblastic erythropoiesis
mental changes	Mental deterioration	HP:0001268	Mental deterioration	1	NON	next:AUTRE Abnormality of mental function ?	AUTRE	Abnormality of mental function
mesomelic shortening and bowing of the forearm	Mesomelic limb shortening	HP:0003027	Mesomelia	1	HP:0003027+HP:0002986	next:AUTRE Abnormality of the forearm ?	AUTRE	Abnormality of the forearm
Metabolic bone disease	Abnormality of bone mineral density	HP:0004348	Abnormality of bone mineral density	1	HP:0004348	next:AUTRE Abnormality of bone mineral density ?	AUTRE	Abnormality of bone mineral density
Metabolic crisis	Metabolic acidosis	HP:0001942	Metabolic acidosis	1	NON	next:AUTRE Metabolic acidosis ?	AUTRE	Metabolic acidosis
Metabolic dysfunction-associated liver disease	Hepatic steatosis	HP:0001397	Hepatic steatosis	1	HP:0001397	next:AUTRE Hepatic steatosis ?	AUTRE	Hepatic steatosis
Metabolic syndrome	Abnormal metabolism	HP:0032245	Abnormal metabolism	1	NON	next:AUTRE Metabolic syndrome ?	AUTRE	Metabolic syndrome
metacarpophalangeal joints dislocated	Joint dislocation	HP:0001373	Joint dislocation	1	HP:0004294	next:AUTRE Dislocated metacarpophalangeal joint ?	AUTRE	Dislocated metacarpophalangeal joint
Metadiaphyseal broadening of the long bones	Metaphyseal widening	HP:0003016	Metaphyseal widening	1	HP:0003016	next:AUTRE Metadiaphyseal widening ?	AUTRE	Metadiaphyseal widening
Metaphyseal fractures	Abnormal metaphysis morphology	HP:0000944	Abnormal metaphysis morphology	1	HP:0020110	next:AUTRE Metaphyseal fracture ?	AUTRE	Metaphyseal fracture
Metaphyseal ossification defects reaching the diaphyses	Metaphyseal dysplasia	HP:0100255	Metaphyseal dysplasia	1	HP:0003025	next:AUTRE Metaphyseal irregularity ?	AUTRE	Metaphyseal irregularity
Metaphyseal radiolucency	Radiolucent	HP:0025789	Radiolucent	1	PARENT:HP:0000944	next:AUTRE Metaphyseal radiolucency ?	AUTRE	Metaphyseal radiolucency
Metaphyseal widening of hands	Metaphyseal widening	HP:0003016	Metaphyseal widening	1	PARENT:HP:0005923	next:AUTRE Metaphyseal widening of the phalanges ?	AUTRE	Metaphyseal widening of the phalanges
Metastatic extra-adrenal paraganglioma	Paraganglioma	HP:0002668	Paraganglioma	1	HP:0002668	next:AUTRE Extra-adrenal paraganglioma ?	AUTRE	Extra-adrenal paraganglioma
micropupils	Miosis	HP:0000616	Miosis	1	HP:0025492	next:AUTRE Small pupil ?	AUTRE	Small pupil
Microurethra	Urethral stricture	HP:0012227	Urethral stricture	1	NON	next:AUTRE Hypoplasia of the urethra ?	AUTRE	Hypoplasia of the urethra
Midline cyst	Neurenteric cyst	HP:0030725	Neurenteric cyst	1	HP:0030724	next:AUTRE Intracranial cyst ?	AUTRE	Intracranial cyst
Midline vascular malformation	Vascular skin abnormality	HP:0011276	Vascular skin abnormality	1	HP:0001052	next:AUTRE Facial capillary malformation ?	AUTRE	Facial capillary malformation
Mild anterosuperior hypoplasia of the upper lumbar bodies	Hypoplastic vertebral bodies	HP:0008479	Hypoplastic vertebral bodies	1	HP:0008479	next:AUTRE Anterosuperior hypoplasia of the lumbar vertebral bodies ?	AUTRE	Anterosuperior hypoplasia of the lumbar vertebral bodies
Mild diaphyseal undermodeling	Abnormal diaphysis morphology	HP:0000940	Abnormal diaphysis morphology	1	HP:0005019	next:AUTRE Undermodeling of the long bones ?	AUTRE	Undermodeling of the long bones
Mild diaphyseal undermodeling and cortical thickening	Cortical thickening of long bone diaphyses	HP:0005791	Cortical thickening of long bone diaphyses	1	HP:0005019+HP:0005791	next:AUTRE Undermodeling of the long bones ?	AUTRE	Undermodeling of the long bones
Mild impairment in renal function	Abnormal renal physiology	HP:0012211	Abnormal renal physiology	1	HP:0012211	next:OK Abnormal renal physiology ?	OK	Abnormal renal physiology
Mild interphalangeal joint involvement	Arthropathy	HP:0003040	Arthropathy	1	HP:0003040	next:AUTRE Abnormality of the interphalangeal joints ?	AUTRE	Abnormality of the interphalangeal joints
mild learning difficulties	Specific learning disability	HP:0001328	Specific learning disability	1	HP:0001328	next:AUTRE Intellectual disability ?	AUTRE	Intellectual disability
Mild neurologic impairment	Intellectual disability	HP:0001249	Intellectual disability	1	PARENT:HP:0000707	next:AUTRE Neurologic impairment ?	AUTRE	Neurologic impairment
mild undertubulation of the long tubular bones	Abnormality of long bone morphology	HP:0011314	Abnormal long bone morphology	1	HP:0005019	next:AUTRE Undermodeling of long bones ?	AUTRE	Undermodeling of long bones
Mild undertubulation of the metacarpals	Metacarpal hypoplasia	HP:0010049	Short metacarpal	1	PARENT:HP:0005916	next:AUTRE Undermodeling of metacarpals ?	AUTRE	Undermodeling of metacarpals
mild-to-moderate creatine kinase elevation	Elevated creatine kinase	HP:0003236	Elevated circulating creatine kinase concentration	1	HP:0003236	next:AUTRE High-frequency sensorineural hearing loss ?	AUTRE	High-frequency sensorineural hearing loss
milder scaling in large skin folds	Hyperkeratosis	HP:0000962	Hyperkeratosis	1	HP:0008064	next:AUTRE Ichthyosis ?	AUTRE	Ichthyosis
mildly enlarged and irregular metaphyses	Metaphyseal dysplasia	HP:0100255	Metaphyseal dysplasia	1	HP:0003051+HP:0003025	next:AUTRE Enlarged metaphyses ?	AUTRE	Enlarged metaphyses
Mildly flattened and irregular femoral articular surfaces	Abnormal femoral epiphysis morphology	HP:0006499	Abnormal femoral epiphysis morphology	1	HP:0030289	next:AUTRE Flattened femoral epiphysis ?	AUTRE	Flattened femoral epiphysis
Mildly protruding and accentuated lower portion of the face	Prognathia	HP:0000303	Mandibular prognathia	1	HP:0000303	next:AUTRE Prognathism ?	AUTRE	Prognathism
Mildly shortened tubular bones with metaphyseal irregularity, mild flaring and sclerosis	Metaphyseal dysplasia	HP:0100255	Metaphyseal dysplasia	1	HP:0003025+HP:0003015	next:AUTRE Metaphyseal irregularity ?	AUTRE	Metaphyseal irregularity
Mildly undermodeled long bones	Abnormal long bone morphology	HP:0011314	Abnormal long bone morphology	1	HP:0005019	next:AUTRE Undermodeling of long bones ?	AUTRE	Undermodeling of long bones
Minimal postnatal catch-up growth	Postnatal growth deficiency	HP:0008897	Postnatal growth retardation	1	HP:0008897	next:AUTRE Postnatal growth acceleration ?	AUTRE	Postnatal growth acceleration
Minor digit anomalies including short and/or tapering fingers, broad proximal interphalangeal joints, clinodactyly of the fifth finger, and/or 2-3 toe syndactyly	Short finger	HP:0009381	Short finger	1	PARENT:HP:0011297	next:AUTRE Abnormality of the fingers ?	AUTRE	Abnormality of the fingers
mitten-like casing of hands and feet	Syndactyly	HP:0001159	Syndactyly	1	NON	next:AUTRE Edema of the hands and feet ?	AUTRE	Edema of the hands and feet
Mixed epithelial and stromal tumors	Neoplasm	HP:0002664	Neoplasm	1	NON	next:AUTRE Mixed epithelial and stromal tumor of the kidney ?	AUTRE	Mixed epithelial and stromal tumor of the kidney
Mixed type vascular malformations	Abnormality of the vasculature	HP:0002597	Abnormality of the vasculature	1	PARENT:HP:0002597	next:AUTRE Mixed vascular malformation ?	AUTRE	Mixed vascular malformation
Modeled scapulae	Abnormal scapula morphology	HP:0000782	Abnormal scapula morphology	1	PARENT:HP:0000782	next:AUTRE Hypoplastic scapulae ?	AUTRE	Hypoplastic scapulae
Moderately severe pelvic dysplasia	Acetabular dysplasia	HP:0008807	Acetabular dysplasia	1	HP:0002644	next:AUTRE Abnormal pelvis morphology ?	AUTRE	Abnormal pelvis morphology
mood changes	Personality changes	HP:0000751	Personality changes	1	HP:0000741+HP:0000737	next:AUTRE Abnormality of mood ?	AUTRE	Abnormality of mood
Mood disorder	Dysregulated negative emotional state	HP:0031467	Dysregulated negative emotional state	1	HP:0100851	next:AUTRE Abnormality of mood ?	AUTRE	Abnormality of mood
Mood disorders	Dysregulated negative emotional state	HP:0031467	Dysregulated negative emotional state	1	HP:0100851	next:AUTRE Abnormality of mood ?	AUTRE	Abnormality of mood
motor fluctuations	Rectal prolapse	HP:0002035	Rectal prolapse	1	NON	next:AUTRE Motor fluctuation ?	AUTRE	Motor fluctuation
Motor fluctuations	Fluctuating	HP:0031914	Fluctuating	1	NON	next:AUTRE Motor fluctuation ?	AUTRE	Motor fluctuation
motor neuronopathy	Abnormal motor neuron morphology	HP:0002450	Abnormal motor neuron morphology	1	HP:0002450	next:AUTRE Motor neuron disease ?	AUTRE	Motor neuron disease
mound of connective tissue	Subcutaneous nodule	HP:0001482	Subcutaneous nodule	1	NON	next:AUTRE Subcutaneous lipoma ?	AUTRE	Subcutaneous lipoma
Multifocal independent spikes on EEG	Abnormal EEG	HP:0002353	EEG abnormality	1	HP:0010841	next:AUTRE EEG with multifocal epileptiform discharges ?	AUTRE	EEG with multifocal epileptiform discharges
Multiple symmetrical lucent metaphyseal defects	Osteolysis	HP:0002797	Osteolysis	1	HP:0003025	next:AUTRE Metaphyseal irregularity ?	AUTRE	Metaphyseal irregularity
muscle biopsy findings consistent with a neurogenic process	Neurogenic muscle atrophy	HP:0003202	Skeletal muscle atrophy	1	HP:0003202	next:AUTRE Denervation atrophy of skeletal muscle ?	AUTRE	Denervation atrophy of skeletal muscle
Muscle hyperplasia	Muscle hypertrophy	HP:0003712	Skeletal muscle hypertrophy	1	HP:0003712	next:AUTRE Skeletal muscle hypertrophy ?	AUTRE	Skeletal muscle hypertrophy
muscle pseudohypertrophy	Skeletal muscle hypertrophy	HP:0003712	Skeletal muscle hypertrophy	1	HP:0003712	next:AUTRE Pseudohypertrophy of skeletal muscle ?	AUTRE	Pseudohypertrophy of skeletal muscle
Muscle twitching/stiffening	Myoclonus	HP:0001336	Myoclonus	1	HP:0002486	next:AUTRE Myotonia ?	AUTRE	Myotonia
Muscular pseudohypertrophy	Skeletal muscle hypertrophy	HP:0003712	Skeletal muscle hypertrophy	1	HP:0003712	next:AUTRE Pseudohypertrophy of muscle ?	AUTRE	Pseudohypertrophy of muscle
musculoskeletal pain	Pain	HP:0012531	Pain	1	HP:0012531	next:AUTRE Musculoskeletal pain ?	AUTRE	Musculoskeletal pain
musician's cramp	Focal dystonia	HP:0004373	Focal dystonia	1	HP:0004373	next:AUTRE Writer's cramp ?	AUTRE	Writer's cramp
myeloid malignancies	Myeloid leukemia	HP:0012324	Myeloid leukemia	1	HP:0002863+HP:0004808	next:AUTRE Myelodysplastic syndrome ?	AUTRE	Myelodysplastic syndrome
Myeloid neoplasms	Hematological neoplasm	HP:0004377	Hematological neoplasm	1	HP:0002863+HP:0004808	next:AUTRE Myelodysplastic syndrome ?	AUTRE	Myelodysplastic syndrome
Myeloid sarcoma	Sarcoma	HP:0100242	Sarcoma	1	HP:0012324	next:AUTRE Myeloid leukemia ?	AUTRE	Myeloid leukemia
myoclonic astatic epilepsy	Generalized myoclonic-atonic seizure	HP:0011170	Generalized myoclonic-atonic seizure	1	HP:0011170	next:AUTRE Myoclonic-atonic epilepsy ?	AUTRE	Myoclonic-atonic epilepsy
myotonic bursts	Myotonia	HP:0002486	Myotonia	1	HP:0100284	next:AUTRE Myotonic discharges on EMG ?	AUTRE	Myotonic discharges on EMG
Nail discoloration	Abnormal nail morphology	HP:0001597	Abnormal nail morphology	1	PARENT:HP:0001597	next:AUTRE Abnormal nail morphology ?	AUTRE	Abnormal nail morphology
Narcolepsy/cataplexy syndrome	Cataplexy	HP:0002524	Cataplexy	1	HP:0002524	next:AUTRE Narcolepsy ?	AUTRE	Narcolepsy
Narrow distal phalanges	Tapered distal phalanges of finger	HP:0009884	Tapered distal phalanges of finger	1	HP:0009884	next:AUTRE Narrow distal phalanx of finger ?	AUTRE	Narrow distal phalanx of finger
narrow hip joint spaces	Abnormal hip joint morphology	HP:0001384	Abnormal hip joint morphology	1	PARENT:HP:0001384	next:AUTRE Narrow hip joint space ?	AUTRE	Narrow hip joint space
narrow ilia	Abnormality of the ilium	HP:0002867	Abnormal ilium morphology	1	PARENT:HP:0002867	next:AUTRE Narrow ilium ?	AUTRE	Narrow ilium
narrowing of paravertebral portions of lower ribs	Thin ribs	HP:0000883	Thin ribs	1	PARENT:HP:0000772	next:AUTRE Narrow rib ?	AUTRE	Narrow rib
narrowing of the optic canal	Abnormal optic nerve morphology	HP:0000587	Abnormal optic nerve morphology	1	NON	next:AUTRE Narrow optic canal ?	AUTRE	Narrow optic canal
Narrowing of the pelvic outlet	Narrow pelvis bone	HP:0003275	Narrow pelvis bone	1	HP:0003275	next:AUTRE Narrow pelvic outlet ?	AUTRE	Narrow pelvic outlet
Nasolacrimal drainage problems	Nasolacrimal duct obstruction	HP:0000579	Nasolacrimal duct obstruction	1	HP:0000614	next:AUTRE Abnormality of the lacrimal system ?	AUTRE	Abnormality of the lacrimal system
Neck mass	Abnormal neck morphology	HP:0025668	Abnormal neck morphology	1	HP:6000174	next:AUTRE Neck mass ?	AUTRE	Neck mass
neck masses	Abnormal neck morphology	HP:0025668	Abnormal neck morphology	1	HP:6000174	next:AUTRE Neck mass ?	AUTRE	Neck mass
Neck masses	Lateral neck mass	HP:6000174	Lateral neck mass	1	HP:6000174	next:AUTRE Neck mass ?	AUTRE	Neck mass
Necrotizing panniculitis	Panniculitis	HP:0012490	Panniculitis	1	HP:0012490	next:AUTRE Necrotizing panniculitis ?	AUTRE	Necrotizing panniculitis
Necrotizing scleritis	Scleritis	HP:0100532	Scleritis	1	HP:0100532	next:AUTRE Necrotizing scleritis ?	AUTRE	Necrotizing scleritis
neovascular glaucoma	Glaucoma	HP:0000501	Glaucoma	1	HP:0000501	next:AUTRE Neovascular glaucoma ?	AUTRE	Neovascular glaucoma
Nerve overgrowth	Overgrowth	HP:0001548	Overgrowth	1	NON	next:AUTRE Peripheral nerve overgrowth ?	AUTRE	Peripheral nerve overgrowth
Neurobehavioral disorders	Atypical behavior	HP:0000708	Atypical behavior	1	HP:0000708	next:AUTRE Abnormality of behavior ?	AUTRE	Abnormality of behavior
neurologic crises	Seizure	HP:0001250	Seizure	1	NON	next:AUTRE Neurologic crisis ?	AUTRE	Neurologic crisis
Neuropathic carpal tunnel signs	Positive carpal Tinel sign	HP:0033672	Positive carpal Tinel sign	1	HP:0012185	next:AUTRE Carpal tunnel syndrome ?	AUTRE	Carpal tunnel syndrome
neuropsychiatric abnormalities	Atypical behavior	HP:0000708	Atypical behavior	1	HP:0011446	next:AUTRE Abnormality of mental function ?	AUTRE	Abnormality of mental function
neuropsychiatric changes	Atypical behavior	HP:0000708	Atypical behavior	1	HP:0011446	next:AUTRE Abnormality of mental function ?	AUTRE	Abnormality of mental function
Neuropsychiatric manifestations	Atypical behavior	HP:0000708	Atypical behavior	1	HP:0011446	next:AUTRE Abnormality of mental function ?	AUTRE	Abnormality of mental function
neuropsychiatric symptoms	Atypical behavior	HP:0000708	Atypical behavior	1	HP:0011446	next:AUTRE Abnormality of mental function ?	AUTRE	Abnormality of mental function
Neuropsychologic impairment	Intellectual disability	HP:0001249	Intellectual disability	1	HP:0001328	next:AUTRE Learning disability ?	AUTRE	Learning disability
Neuropsychological deficits	Intellectual disability	HP:0001249	Intellectual disability	1	HP:0011446	next:AUTRE Abnormality of mental function ?	AUTRE	Abnormality of mental function
Neurotrophic keratitis	Keratitis	HP:0000491	Keratitis	1	HP:0000491	next:AUTRE Neurotrophic keratitis ?	AUTRE	Neurotrophic keratitis
neutrophilic dermatosis	Neutrophilic urticarial dermatosis	HP:0033167	Neutrophilic urticarial dermatosis	1	HP:0011123	next:AUTRE Neutrophilic dermatosis ?	AUTRE	Neutrophilic dermatosis
Nocturnal agonal respiration	Irregular respiration	HP:0012195	Irregular respiration	1	NON	next:AUTRE Agonal respiration ?	AUTRE	Agonal respiration
Non-epileptic paroxysmal episodes	Myoclonus	HP:0001336	Myoclonus	1	HP:0001336	next:AUTRE Paroxysmal dyskinesia ?	AUTRE	Paroxysmal dyskinesia
Non-epileptic paroxysmal events	Non-epileptic seizure	HP:0033052	Non-epileptic seizure	1	HP:0033052	next:AUTRE Paroxysmal dyskinesia ?	AUTRE	Paroxysmal dyskinesia
nonspecific ST and T wave	Abnormal ST segment	HP:0012249	Abnormal ST segment	1	HP:0012249	next:AUTRE Abnormal ST-T wave morphology ?	AUTRE	Abnormal ST-T wave morphology
Normogonadotropic hypogonadism	Hypogonadotropic hypogonadism	HP:0000044	Hypogonadotropic hypogonadism	1	HP:0000135	next:AUTRE Normogonadotropic hypogonadism ?	AUTRE	Normogonadotropic hypogonadism
Notch-like ossification defects around periphery of vertebral bodies	Delayed vertebral ossification	HP:0031096	Delayed vertebral ossification	1	HP:0100569	next:AUTRE Notched vertebral body ?	AUTRE	Notched vertebral body
Notch-like ossification defects around vertebral bodies	Abnormal form of the vertebral bodies	HP:0003312	Abnormal form of the vertebral bodies	1	HP:0100569	next:AUTRE Notched vertebral body ?	AUTRE	Notched vertebral body
Notch-​like ossification defects	Abnormal vertebral morphology	HP:0003468	Abnormal vertebral morphology	1	HP:0100569	next:AUTRE Notched vertebral body ?	AUTRE	Notched vertebral body
