id	referentiel	entite	role	stade	conforme	label_propose	source	probleme	label_fr
FOETO:PP.PLA-NOR-096	BENIRSCHKE	Kystes des îlots cellulaires trophoblastiques (kystes du trophoblaste extravilleux)	manifestation		non_standard	Kyste d'îlot cellulaire trophoblastique	Benirschke, Burton & Baergen, Cell islands and septal cysts	Simple variante plurielle d'un terme déjà présent ; la pluralité n'est pas un axe de qualification pertinent.	Kystes des îlots cellulaires trophoblastiques
FOETO:PP.PLA-NOR-097	BENIRSCHKE	Anatomie normale — espace sous-chorial (lac sous-chorial)	structure		oui		Benirschke, Burton & Baergen, Subchorial lake / subchorionic space		Lac sous-chorial
FOETO:PP.PLA-NOR-098	HORS_REFERENTIEL		structure		non_standard	Pores intervilleux (espace intervilleux)		Paramètre morphométrique de recherche (largeur des pores) et non signe diagnostique : aucun référentiel ne le code ; si conservé, il doit l'être comme structure « pores intervilleux », la mesure relevant d'un axe quantitatif distinct.	Largeur des pores intervilleux
FOETO:PP.PLA-NOR-099	BENIRSCHKE	Anatomie normale — lit placentaire / site d'implantation	structure		oui		Benirschke, Burton & Baergen, Placental bed / implantation site		Lit placentaire (site placentaire)
FOETO:PP.PLA-NOR-100	AMSTERDAM	DVM — retard de maturation villositaire (immaturité villositaire distale)	critere		oui		Khong 2016, delayed villous maturation — capillaires de siège central	Classé « maturation » alors qu'il s'agit d'un critère lésionnel du DVM ; doublonne avec « Distribution non périphérique des capillaires villositaires ».	Localisation centrale des capillaires villositaires
FOETO:PP.PLA-MAL-008	BENIRSCHKE	Anomalies du cordon ombilical — reliquat allantoïdien persistant (canal allantoïque patent)	manifestation		oui		Benirschke, Burton & Baergen, Pathology of the Human Placenta — umbilical cord, embryonic remnants (patent allantoic duct)	La parenthèse « (ouraque) » assimile un reliquat du cordon à une structure fœtale (ouraque) : risque de confusion d'axe anatomique.	Canal allantoïque patent (ouraque)
FOETO:PP.PLA-MAL-009	GEMELLAIRE	TTTS — syndrome transfuseur-transfusé (aspect placentaire, versant receveur)	manifestation		oui		Quintero 1999 ; Lewi/Khalil — placenta monochorionique, discordance de perfusion	Libellé composite : signe histologique + attribution clinique au jumeau receveur, deux axes distincts.	Capillaires villositaires congestifs (jumeau receveur, TTTS)
FOETO:PP.PAR-NOR-004	HORS_REFERENTIEL		hors		non_standard	(à supprimer — champ de saisie libre, non terminologique)		Libellé fourre-tout sans contenu médical : aucune lésion, aucun siège, aucune facette factorisable.	Autre (label)
FOETO:PP.PAR-NOR-005	HORS_REFERENTIEL		hors		non_standard	(à supprimer — champ de saisie libre de région, non terminologique)		Libellé fourre-tout désignant une région non précisée : ne correspond à aucune structure anatomique nommée.	Autre (région)
FOETO:PP.PAR-NOR-006	BENIRSCHKE	Apoptose / sénescence du syncytiotrophoblaste	manifestation		oui		Benirschke, Burton & Baergen — trophoblast turnover, apoptosis et ultrastructure du syncytiotrophoblaste	Signe de granularité ultrastructurale/cytologique, non discriminant et sans valeur diagnostique isolée, hétérogène au reste du vocabulaire.	Condensation chromatinienne des noyaux syncytiaux
FOETO:PP.PAR-NOR-007	BENIRSCHKE	Trophoblaste extravilleux de la plaque basale — excès de cellules géantes multinucléées	manifestation		oui		Benirschke, Burton & Baergen — extravillous trophoblast, implantation site giant cells		Excès de trophoblaste multinucléé dans la basale
FOETO:PP.PAR-NOR-008	AMSTERDAM	MVM — maturation villositaire accélérée	critere		oui		Khong 2016, MVM — lésions villositaires (accelerated villous maturation)		MVM — Maturation villositaire accélérée
FOETO:PP.PAR-NOR-009	AMSTERDAM	MVM — nœuds syncytiaux augmentés (changements de Tenney-Parker)	critere		non_standard	Nœuds syncytiaux augmentés (changements de Tenney-Parker)		Le libellé ne porte pas le caractère augmenté (pourtant présent en facette) et introduit un axe d'authenticité (« vrais » vs artefact de coupe) étranger à l'axe lésionnel.	Nœuds syncytiaux (vrais)
FOETO:PP.PAR-NOR-010	AMSTERDAM	DVM — retard de maturation villositaire (immaturité villositaire distale)	synonyme		oui		Khong 2016, delayed villous maturation (DVM)		Retard de maturation villositaire
FOETO:PP.PAR-NOR-011	BENIRSCHKE	Sénescence / vieillissement du trophoblaste	manifestation		non_standard	Modifications de sénescence du syncytiotrophoblaste	Benirschke, Burton & Baergen — trophoblast ageing/senescence ; Fox & Sebire, placental ageing	Notion descriptive globale et non lésionnelle, sans critère morphologique reproductible ni gradation : granularité incohérente avec les autres éléments.	Sénescence placentaire (trophoblastique)
FOETO:PP.PAR-NOR-012	BENIRSCHKE	Épaississement de la membrane basale trophoblastique (placenta diabétique)	manifestation		oui		Fox & Sebire, Pathology of the Placenta — trophoblastic basement membrane thickening ; Benirschke, diabetes		Épaississement de la membrane basale trophoblastique
FOETO:PP.PAR-RET-001	BENIRSCHKE	Modifications post-mortem de rétention in utero (critères de Genest)	manifestation		oui		Genest 1992, placental histologic dating of fetal death ; Benirschke, changes after fetal death		Autolyse villositaire placentaire
FOETO:PP.PAR-RET-002	BENIRSCHKE	Modifications post-mortem de rétention in utero (critères de Genest)	critere		non_standard	Caryolyse trophoblastique (perte de basophilie nucléaire) — rétention estimée > 48 h	Genest 1992, placental histologic dating of fetal death	Orthographe non standard (« cariolyse »), siège non précisé, et libellé mêlant le signe morphologique à l'estimation du délai de rétention.	Cariolyse (rétention >48h)
FOETO:PP.PAR-RET-003	BENIRSCHKE	Artefacts placentaires post-accouchement / modifications post-mortem	manifestation		non_standard	Effondrement des sinusoïdes capillaires villositaires (artefact post-accouchement)	Benirschke, Burton & Baergen — artefacts et modifications après la délivrance	Temporalité ambiguë : « post-mortem » (rétention fœtale) et « post-délivrance » (artefact de drainage) ne désignent pas le même mécanisme.	Effondrement post-mortem des sinusoïdes capillaires villositaires
FOETO:PP.PAR-RET-004	BENIRSCHKE	Artefact de coupe tangentielle — pseudo-nœuds syncytiaux	manifestation		oui		Cantle et al. 1987 ; Benirschke, Burton & Baergen — syncytial knots, tangential sectioning artefact	Terme d'artefact et non lésion : à conserver comme item de diagnostic différentiel des nœuds syncytiaux augmentés (Tenney-Parker).	Faux nœuds syncytiaux (artéfact de section)
FOETO:PP.COR-MAL-001	AMSTERDAM	Cordon — insertion vélamenteuse	synonyme		oui		Khong 2016, terminologie macroscopique — cordon (insertion vélamenteuse)		Insertion vélamenteuse du cordon ombilical
FOETO:PP.COR-MAL-002	AMSTERDAM	Cordon — artère ombilicale unique	synonyme		oui		Khong 2016, terminologie macroscopique — cordon (artère ombilicale unique)		Artère ombilicale unique
FOETO:PP.COR-NOR-000	BENIRSCHKE	Anatomie normale — cordon ombilical	structure		oui		Benirschke, Burton & Baergen, anatomie normale du cordon ombilical		Cordon normal
FOETO:PP.COR-RET-001	BENIRSCHKE	Artefacts du cordon — hémorragie périvasculaire de la gelée de Wharton	manifestation		oui		Benirschke, Burton & Baergen, cordon ombilical — hémorragies périvasculaires et artefacts d'accouchement	Constat artefactuel et non lésionnel, à isoler des lésions vraies du cordon dans le vocabulaire.	Hémorragie périvasculaire dans la gelée de Wharton (artefact)
FOETO:PP.COR-RET-002	BENIRSCHKE	Altérations post-mortem — datation de la rétention fœtale (critères de Genest)	critere		non_standard	Nécrose des myocytes de la paroi des vaisseaux ombilicaux (rétention ≥ 6 jours, critère de Genest)	Benirschke, Burton & Baergen, mort fœtale in utero ; Genest 1992, datation histologique placentaire	Libellé télégraphique mêlant la lésion et son critère chronologique de datation.	Nécrose myocytes cordon (rétention >6j Genest)
FOETO:PP.COR-TUM-001	BENIRSCHKE	Hémangiome du cordon ombilical	synonyme		oui		Benirschke, Burton & Baergen, tumeurs du cordon ombilical — hémangiome		Hémangiome funiculaire
FOETO:PP.COR-VAS-001	AMSTERDAM	Méconium — myonécrose des vaisseaux ombilicaux	synonyme		oui	Myonécrose vasculaire ombilicale induite par le méconium (MAVM)	Khong 2016, méconium — myonécrose des vaisseaux ombilicaux	Doublon avec « Myonécrose vasculaire ombilicale induite par le méconium » et « Nécrose musculaire vasculaire méconique » : trois entrées pour une seule entité.	MAVM (meconium associated vascular myonecrosis)
FOETO:PP.COR-VAS-002	AMSTERDAM	FVM — thrombose des vaisseaux ombilicaux	manifestation		oui		Khong 2016, FVM — thrombus des vaisseaux ombilicaux et de la plaque choriale	Granularité plus grossière que les autres entrées du vocabulaire, qui distinguent artère, veine et ancienneté du thrombus.	Thrombose vasculaire ombilicale
FOETO:PP.VFU-NOR-000	BENIRSCHKE	Anatomie normale — vaisseaux ombilicaux	structure		oui		Benirschke, Burton & Baergen, structure normale des vaisseaux ombilicaux		Vaisseaux funiculaires normaux
FOETO:PP.WHA-NOR-000	BENIRSCHKE	Anatomie normale — gelée de Wharton	structure		oui		Benirschke, Burton & Baergen, gelée de Wharton normale		Gelée de Wharton normale
FOETO:PP.AMN-NOR-000	BENIRSCHKE	Anatomie normale — amnios	structure		oui		Benirschke, Burton & Baergen, membranes — amnios normal		Amnios normal
FOETO:PP.CHO-NOR-000	BENIRSCHKE	Anatomie normale — chorion laeve	structure		oui		Benirschke, Burton & Baergen, membranes — chorion laeve normal		Chorion laeve normal
FOETO:PP.DME-NOR-000	BENIRSCHKE	Anatomie normale — décidue capsulaire des membranes	structure		oui		Benirschke, Burton & Baergen, membranes — décidue capsulaire normale		Décidue des membranes normale
FOETO:PP.IAC-NOR-000	BENIRSCHKE	Anatomie normale — interface amnio-choriale (couche spongieuse)	structure		oui		Benirschke, Burton & Baergen, architecture tricouche des membranes — couche spongieuse	Désigne une zone d'observation plutôt qu'une structure nommée : recouvre la « couche spongieuse amnio-choriale » déjà présente dans le vocabulaire.	Interface amnios/chorion normale
FOETO:PP.ICD-NOR-000	BENIRSCHKE	Anatomie normale — interface chorio-déciduale des membranes	structure		oui		Benirschke, Burton & Baergen, architecture tricouche des membranes — jonction chorion laeve / décidue capsulaire	Désigne une zone d'observation plutôt qu'une structure nommée, redondante avec « Chorion laeve normal » et « Décidue des membranes normale ».	Interface chorion/décidue normale
FOETO:PP.PLA-NOR-056	BENIRSCHKE	Anatomie villositaire normale — cytotrophoblaste villeux (cellules de Langhans)	structure		oui		Benirschke, Burton & Baergen, Pathology of the Human Placenta — trophoblaste villositaire normal		Cytotrophoblaste villositaire (cellules de Langhans)
FOETO:PP.PLA-NOR-057	HORS_REFERENTIEL		hors		non_standard	Dilatation des citernes du réticulum endoplasmique du syncytiotrophoblaste (ultrastructure)		Signe purement ultrastructural (MET), non évaluable en microscopie optique et non codé par les référentiels diagnostiques.	Dilatation des citernes du réticulum endoplasmique syncytial
FOETO:PP.PLA-MAL-010	GEMELLAIRE	TTTS — territoire du jumeau donneur (aspect placentaire)	manifestation		oui		Quintero, TTTS ; De Paepe, placental pathology of monochorionic twins		Capillaires villositaires vides (jumeau donneur, TTTS)
FOETO:PP.PLA-MAL-011	BENIRSCHKE	Anomalie de longueur du cordon ombilical — cordon court	synonyme		oui		Benirschke, Burton & Baergen — umbilical cord length abnormalities	Anomalie macroscopique métrique sans seuil de longueur précisé dans le libellé.	Cordon ombilical court
FOETO:PP.PLA-MAL-012	GEMELLAIRE	Placenta monochorionique — territoires vasculaires partagés	structure		oui		Lewi / Khalil, chorionicité et angioarchitecture monochorionique		Cotylédon partagé (placenta gémellaire monochorionique)
FOETO:PP.PLA-MAL-013	GEMELLAIRE	TAPS — aspect placentaire (discordance de coloration inter-territoires)	manifestation		oui		Slaghekke, TAPS — classification post-natale	Signe macroscopique de discordance inter-jumeaux, non lésion microscopique élémentaire.	Discordance de coloration du parenchyme placentaire (jumeaux monochorioniques)
FOETO:PP.PLA-MAL-014	BENIRSCHKE	Anomalie de la gelée de Wharton — déficit / cordon grêle	synonyme		oui		Benirschke, Burton & Baergen — Wharton jelly deficiency		Déficit en gelée de Wharton
FOETO:PP.PLA-MAL-015	AMSTERDAM	AI — réponse inflammatoire fœtale (FIR), funisite	synonyme		non_standard	Funisite aiguë	Khong 2016, acute inflammation — fetal inflammatory response	Forme latine « funisitis » écartée par Amsterdam ; libellé sans type cellulaire, stade ni grade.	Funisitis
FOETO:PP.PLA-MAL-016	AMSTERDAM	Cordon ombilical — hyperspiralisation	synonyme		oui		Khong 2016, umbilical cord — hypercoiling	Doublon de contenu avec « Cordon ombilical hyperenroulé ».	Hyperenroulement du cordon ombilical
FOETO:PP.PLA-MAL-017	AMSTERDAM	Cordon ombilical — hypospiralisation	synonyme		oui		Khong 2016, umbilical cord — hypocoiling		Hypo-enroulement du cordon ombilical
FOETO:PP.PLA-MAL-018	BENIRSCHKE	Hématopoïèse extramédullaire du cordon ombilical	manifestation		oui		Benirschke, Burton & Baergen — umbilical cord, extramedullary hematopoiesis		Hématopoïèse extra-médullaire du cordon ombilical
FOETO:PP.PLA-MAL-019	GEMELLAIRE	TTTS — séquelles de photocoagulation laser des anastomoses	manifestation		oui		Quintero / Slaghekke — placental findings after fetoscopic laser surgery		Infarctus villositaire superficiel post-ablation laser
FOETO:PP.PLA-MAL-020	BENIRSCHKE	Site d'insertion du cordon — insertion excentrée (variante)	structure		oui		Benirschke, Burton & Baergen — cord insertion sites	Variante anatomique d'insertion, pas une lésion ; niveau « entite » incohérent avec son statut de variante normale.	Insertion excentrée du cordon ombilical
FOETO:PP.PLA-MAL-021	AMSTERDAM	Cordon ombilical — insertion furcate	synonyme		oui		Khong 2016, umbilical cord — furcate insertion		Insertion furcate du cordon ombilical
FOETO:PP.PLA-MAL-022	AMSTERDAM	Cordon ombilical — anomalie du site d'insertion (marginale/battledore)	manifestation		oui		Khong 2016, gross examination — cord insertion		Insertion marginale du cordon ombilical (battledore)
FOETO:PP.PLA-MAL-038	BENIRSCHKE	Tissus ectopiques et reliquats embryonnaires du cordon ombilical	manifestation		non_standard	Tissu ectopique du cordon ombilical (préciser : hépatique, surrénalien, rénal…)	Benirschke, Burton & Baergen, Pathology of the Human Placenta, chap. Umbilical cord — ectopic tissues	Libellé fourre-tout : la nature du tissu ectopique n'est pas précisée, ce qui empêche toute corrélation clinique.	Tissu ectopique dans le cordon ombilical
