id	label_fr	referentiel	entite	role	stade	conforme	label_propose	ancre	verbatim_verifie	source	verbatim	probleme
FOETO:PP.PLA-NOR-061	Décidua pariétale — architecture vasculaire	BENIRSCHKE	Décidue pariétale (decidua vera) — anatomie normale des membranes	structure		oui		oui	oui	benirschke ch15	All those parts of the decidua that line the uterine cavity without being in contact with the blastocyst (i.e., at the opposing uterine wall) are called the parietal decidua (decidua vera).	Libellé « — architecture vasculaire » : repère anatomique sans lésion précisée ; les anomalies vasculaires de la décidue pariétale (hypertrophie murale, athérose) relèvent d'entités distinctes.
FOETO:PP.PLA-NOR-062	Dédifférenciation des cellules musculaires lisses artérielles villeuses	BENIRSCHKE	Artères des villosités souches — dédifférenciation des cellules musculaires lisses (prééclampsie / RCIU)	manifestation		oui		oui	oui	benirschke ch9	Dedifferentiation of the vascular smooth muscle cells and the adoption of a synthetic, proliferative phenotype typical of other vascular lesions are observed, as has been reported in placentas from pregnancies complicated by preeclampsia	Signe démontré par immunomarquage (perte myosine/actine/desmine), non appréciable en HES de routine.
FOETO:PP.PLA-NOR-063	Dégénérescence ballonnisante de l'épithélium amniotique	BENIRSCHKE	Modifications dégénératives de l'épithélium amniotique	manifestation		oui		oui	oui	benirschke ch15	Fig. 15.9  Ballooning degeneration of amnionic epithelium in a 20-week abortus after 3 weeks of bleeding. H&E, ×400	
FOETO:PP.PLA-NOR-064	Dénudation focale du syncytiotrophoblaste	BENIRSCHKE	Dénudation syncytiale focale de la surface villositaire	manifestation		oui		oui	oui	benirschke ch6	Their physiological and pathological significance lies in the fact that they may be avulsed at their point of attachment to the villous surface, creating a circular area of damage 10–20 μm in diameter.	Lésion fréquemment artéfactuelle (avulsion lors de la délivrance ou du traitement tissulaire) ; distinction in vivo / ex vivo non portée par le libellé.
FOETO:PP.PLA-NOR-065	Dépôt de fibrine sous-choriale	BENIRSCHKE	Fibrinoïde sous-chorial (strie de Langhans)	manifestation		oui		oui	oui	benirschke ch10	Fibrinoid at the intervillous surface of the chorionic plate (subchorial fibrinoid, Langhans’ stria)	Pas de seuil : dépôt sous-chorial physiologique et pseudo-infarctus sous-chorial pathologique portent le même libellé ; chevauche « Dépôts de fibrinoïde sous-choriaux » et « Strie fibrinoïde de Langhans ».
FOETO:PP.PLA-NOR-066	Dépôt de fibrinoïde placentaire	BENIRSCHKE	Fibrinoïde placentaire (fibrine-type / matrice-type)	manifestation		non_standard	Dépôt de fibrinoïde — préciser le siège (périvillositaire, intravillositaire, sous-chorial, plaque basale)	oui	oui	benirschke ch6	Fibrinoid is a term applied to any acellular, eosinophilic, largely homogeneous substance in the placenta.	Libellé fourre-tout : ni siège ni quantité, alors que la signification du fibrinoïde dépend entièrement de sa localisation et de son extension.
FOETO:PP.PLA-NOR-067	Dépôts calciques et ferriques dans la membrane basale trophoblastique	BENIRSCHKE	Minéralisation de la membrane basale trophoblastique	manifestation		non_standard	Minéralisation de la membrane basale trophoblastique	oui	oui	khong2019 ch19	implies a more limited connotation and denotes sedimentation of calcium as phosphate salts (hydroxyapatite) and iron as haemosiderin	Le terme préféré est « minéralisation » ; doublon avec « Minéralisation de la membrane basale villositaire trophoblastique » et « Dépôts calciques et ferriques ».
FOETO:PP.PLA-NOR-068	Dépôts de fibrine sur la surface villositaire	BENIRSCHKE	Fibrinoïde périvillositaire	manifestation		oui		oui	oui	benirschke ch10	Perivillous fibrin is seen in all normal placentas, even from early in gestation, and accounts for about 7% of the villous surface at term [53].	Constat physiologique dans tout placenta ; sans seuil de quantification il chevauche « Fibrinoïde périvillositaire » et le dépôt massif (MPFD) d'Amsterdam.
FOETO:PP.PLA-NOR-069	Dépôts de fibrinoïde dans la plaque basale	BENIRSCHKE	Plaque basale normale — fibrinoïde de Rohr et de Nitabuch	structure		oui		oui	oui	khong2019 ch2	On the side of the basal plate facing the intervillous space, fibrin deposition (Rohr’s fibrinoid) is common.	Terme présent en double dans le vocabulaire et redondant avec « Fibrine de Rohr et fibrine de Nitabuch ».
FOETO:PP.PLA-NOR-070	Espace intervilleux	BENIRSCHKE	Anatomie normale — espace intervilleux (éléments non villositaires : septa, îlots cellulaires)	structure		oui		oui	oui	khong2019 ch2	In addition to maternal blood, other elements in the normal intervillous space include septa and cell islands.	
FOETO:PP.PLA-NOR-071	Fibres collagènes du stroma villeux	BENIRSCHKE	Anatomie normale — stroma villositaire (fibres de collagène)	structure		oui		oui	oui	benirschke ch6	The distribution and orientation of collagen fibers varies according to the position in the villous tree.	
FOETO:PP.PLA-NOR-072	Fibrine de Rohr et fibrine de Nitabuch	BENIRSCHKE	Anatomie normale — plaque basale (stries fibrinoïdes de Rohr et de Nitabuch)	structure		non_standard	Fibrinoïde de Rohr (terme à scinder de « Fibrinoïde de Nitabuch »)	oui	oui	vogel ch1	Syncytiotrophoblast (sTr), Rohr-Fibrinoid (RoFi), extravillous Trophoblast (eTr), Nitabuch-Fibrinoid (NiFi), Decidua basalis (De)	Libellé regroupant deux couches fibrinoïdes topographiquement distinctes, déjà présentes séparément dans le vocabulaire (NOR-075, NOR-076) : doublon et granularité incohérente.
FOETO:PP.PLA-NOR-073	Fibrine périvilleuse — dépôt selon l'âge gestationnel	BENIRSCHKE	Anatomie normale — fibrinoïde périvillositaire physiologique	structure		non_standard	Fibrinoïde périvillositaire physiologique	oui	oui	benirschke ch10	Perivillous fibrin is seen in all normal placentas, even from early in gestation, and accounts for about 7% of the villous surface at term	Libellé paramétrique (« dépôt selon l'âge gestationnel ») sans seuil ni caractère lésionnel : mêle un élément structurel normal et une échelle de quantification implicite ; recouvre NOR-079.
FOETO:PP.PLA-NOR-074	Fibrine sous-choriale (fibrine de Langhans) — épaisseur selon l'âge gestationnel	BENIRSCHKE	Anatomie normale — couche fibrinoïde de Langhans (plaque choriale)	structure		non_standard	Fibrinoïde sous-chorial de Langhans	oui	oui	benirschke ch10	Langhans’ fibrinoid layer is a rather constant feature, and the thickness and structure increase continuously throughout pregnancy.	Le libellé accole une structure normale et un paramètre quantitatif (« épaisseur selon l'âge gestationnel ») ; recouvre « Strie fibrinoïde de Langhans » et « Dépôt de fibrine sous-choriale ».
FOETO:PP.PLA-NOR-075	Fibrinoïde de Nitabuch	BENIRSCHKE	Anatomie normale — strie de Nitabuch (plaque basale)	structure		oui		oui	oui	benirschke ch10	Nitabuch’s fibrinoid layer: It is an incomplete layer, and in many places, the layer may split and rejoin, with tro- phoblast cells, decidual cells, or endometrial connective tissue being interposed between the two.	
FOETO:PP.PLA-NOR-076	Fibrinoïde de Rohr	BENIRSCHKE	Anatomie normale — strie de Rohr (plaque basale)	structure		oui		oui	oui	benirschke ch10	In most places, Rohr’s fibrinoid shows immunohistochemical characteristics of fibrin-type fibrinoid	
FOETO:PP.PLA-NOR-077	Fibrinoïde de type fibrine	BENIRSCHKE	Anatomie normale — fibrinoïde de type fibrine	structure		oui		oui	oui	vogel ch1	Fibrin-type fibrinoid originating from coagulation processes and containing fibrin rich depositions and other maternal proteins.	
FOETO:PP.PLA-NOR-078	Fibrinoïde de type matriciel	BENIRSCHKE	Anatomie normale — fibrinoïde de type matriciel	structure		oui		oui	oui	benirschke ch26	Matrix-type fibrinoid, which contains fibronectin, collagen IV, laminin, and tenascin (but no fibrin), is a secretory product of extravillous trophoblast	
FOETO:PP.PLA-NOR-079	Fibrinoïde périvillositaire	BENIRSCHKE	Anatomie normale — fibrinoïde périvillositaire	structure		oui		oui	oui	benirschke ch10	Perivillous fibrinoid is laid down at any point where there is a defect in the integrity of the syncytiotrophoblast	Redondant avec NOR-073, « Dépôt périvillositaire de fibrinoïde » et « Fibrine périvillositaire augmentée » : la frontière normal/lésionnel (MPFD d'Amsterdam) n'est pas portée par le libellé.
FOETO:PP.PLA-NOR-080	Fibrose stromale villositaire progressive	BENIRSCHKE	Anatomie normale — villosités souches (fibrose stromale progressive au cours de la maturation)	structure		oui		oui	oui	benirschke ch7	Stromal fibrosis starts when the vessels acquire a distinct media and adventitia, the latter expanding in later stages over the entire villous thickness.	Libellé ambigu : la même formulation sert ailleurs de lésion (« Fibrose stromale villositaire », « Fibrose stromale villositaire diffuse (macération) ») sans que le caractère physiologique soit explicite.
FOETO:PP.PLA-NOR-081	Forme placentaire normale (discoïde)	BENIRSCHKE	Anatomie normale — morphologie macroscopique du disque placentaire (placenta discoïde)	structure		oui		oui	oui	benirschke ch2	The full-term, delivered placenta is, in more than 90% of the cases, a disklike, flat, round to oval organ.	
FOETO:PP.PLA-NOR-082	Fusion choriale (placentas gémellaires bichorioniques fusionnés)	GEMELLAIRE	Chorionicité — placenta bichorionique biamniotique fusionné (DiDi fused)	structure		oui		oui	oui	benirschke ch18	Dichorionic twin placentas may be fused into one mass (DiDi fused), or they may be separated (DiDi separate) organs	
FOETO:PP.PLA-NOR-083	Gelée de Wharton — aspect histologique	BENIRSCHKE	Anatomie normale — gelée de Wharton (cordon ombilical)	structure		non_standard	Gelée de Wharton normale	oui	oui	vogel ch3	a gelatinous substance containing polyglycans, large fibroblasts, collagen fibers, free connective tissue cells, mast cells and desmin and actin positive muscle cells	Doublon : trois libellés du vocabulaire (« Gelée de Wharton normale », « — aspect histologique », « — aspect normal ») désignent la même structure ; le qualifieur « aspect histologique » relève de la modalité d'examen, pas de l'entité.
FOETO:PP.PLA-NOR-084	Gelée de Wharton — aspect normal	BENIRSCHKE	Anatomie normale — gelée de Wharton (cordon ombilical)	structure		oui		oui	oui	benirschke ch16	The connective tissue of the cord, or Wharton’s jelly, is derived from the extraembryonic mesoblast.	Redondant avec NOR-083 et « Gelée de Wharton normale » : à fusionner en un seul terme.
FOETO:PP.PLA-NOR-085	Hypertrophie pariétale des vaisseaux déciduals membranaires	AMSTERDAM	MVM — artériopathie déciduale (hypertrophie pariétale des artérioles membranaires)	manifestation		non_standard	Hypertrophie pariétale des artérioles déciduales membranaires	oui	oui	benirschke ch19	showing mural hypertrophy of arterioles in the decidua parietalis.	Libellé fautif (« déciduals ») ; le siège pertinent est l'artériole de la décidue pariétale (membranes).
FOETO:PP.PLA-NOR-086	Hématies nucléées dans les vaisseaux villositaires	VOGEL	Maturation villositaire normale par tranche d'âge gestationnel (anatomie normale, ch. 1)	structure		oui		oui	oui	vogel ch1	fetal vessels containing nucleated red blood cells	Constat cytologique dont la signification (physiologique en début de grossesse, pathologique à terme) dépend de l'âge gestationnel non porté par le libellé.
FOETO:PP.PLA-NOR-087	Immaturité villositaire distale	AMSTERDAM	DVM — retard de maturation villositaire (immaturité villositaire distale)	synonyme		oui		oui	oui	benirschke ch20	It has been proposed that these immature villi are less efficient with respect to nutrient and gas exchange due to increased diffusion distance and lack of specialized vasculosyncytial membranes.	
FOETO:PP.PLA-NOR-088	Inclusions de glycogène dans les cellules cytotrophoblastiques	BENIRSCHKE	Maladies de surcharge — dépôts de glycogène placentaires (glycogénose type II / Pompe)	manifestation		oui		oui	oui	benirschke ch24	Electron microscopy, however, showed typical membrane-bounded, glycogen-filled inclusions in capillary endothelial cells and in the villous stroma.	Le niveau déclaré « maturation » est inadapté : il s'agit d'une surcharge métabolique, hors périmètre Amsterdam.
FOETO:PP.PLA-NOR-089	Insertion du cordon ombilical — centrale	BENIRSCHKE	Anatomie normale — insertion du cordon ombilical (centrale / excentrée)	structure		oui		oui	oui	khong2019 ch50	A central insertion inserts at the epicentre of  the fetal surface of the placental disc	
FOETO:PP.PLA-NOR-090	Invasion trophoblastique myométriale	BENIRSCHKE	Anatomie normale — lit placentaire, invasion du trophoblaste extravilleux	structure		oui		oui	oui	benirschke ch10	Multinucleated trophoblastic placental bed giant cells (arrowed) can be seen migrating through the decidua and close to the border with the myometrium (myo).	Phénomène de placentation physiologique, non lésionnel en soi ; ne devient pathologique que par excès (spectre accreta).
