signe	nom_propose	hpo_id	label_hpo	n	choix
Ipsilateral hypoplasia of the axial skeleton	Aplasia/hypoplasia affecting bones of the axial skeleton	HP:0009122	Aplasia/hypoplasia affecting bones of the axial skeleton	1	HP:0009122
Ipsilateral limb defects	Abnormality of limbs	HP:0040064	Abnormality of limbs	1	HP:0040064
ipsilateral renal anomalies	Renal anomaly	HP:0000077	Abnormality of the kidney	1	
ipsilateral renal dysplasia	Renal dysplasia	HP:0000110	Renal dysplasia	1	
Ipsilateral shift of the trachea	Abnormal tracheal morphology	HP:0002778	Abnormal tracheal morphology	1	NON
ipsilateral thumb anomalies	Abnormal thumb morphology	HP:0001172	Abnormal thumb morphology	1	
Ipsilateral vocal cord paralysis	Vocal cord paralysis	HP:0001605	Vocal cord paralysis	1	HP:0001605
IQ deficits	Intellectual disability	HP:0001249	Intellectual disability	1	HP:0001249
IQ in low average range	Borderline intellectual disability	HP:0006889	Borderline intellectual disability	1	HP:0006889
Iridial heterochromia	Heterochromia iridis	HP:0001100	Heterochromia iridis	1	HP:0001100
Iridoretinal colobomas	Coloboma	HP:0000589	Coloboma	1	PARENT:HP:0000589
Iris defects	Iris coloboma	HP:0000612	Iris coloboma	1	HP:0000525
iris displacement	Abnormality iris morphology	HP:0000525	Abnormality iris morphology	1	PARENT:HP:0000525
Iris dysgenesis	Iris hypoplasia	HP:0007676	Hypoplasia of the iris	1	PARENT:HP:0000525
Iris pigment epithelial cyst	Iris cyst	HP:0011523	Iris cyst	1	HP:0011523
Iris transillumination	Iris transillumination defect	HP:0012805	Iris transillumination defect	1	HP:0012805
iron accumulation in both the globus pallidus and substantia nigra	Basal ganglia calcification	HP:0002135	Basal ganglia calcification	1	HP:0012675+HP:0012678
iron accumulation in endocrine organs	Abnormality of the endocrine system	HP:0000818	Abnormality of the endocrine system	1	
iron accumulation in heart	Elevated myocardial iron load	HP:6000663	Elevated myocardial iron load	1	
iron accumulation in renal tubules	Abnormality of the kidney	HP:0000077	Abnormality of the kidney	1	
iron accumulation in the Kupffer cells	Hepatic reticuloendothelial system cell iron deposition	HP:6000713	Hepatic reticuloendothelial system cell iron deposition	1	
Iron deposition in hepatocytes	Elevated hepatic iron concentration	HP:0012465	Elevated hepatic iron concentration	1	HP:0012465
iron deposition in hepatocytes and Kupffer cells	Hepatic reticuloendothelial system cell iron deposition	HP:6000713	Hepatic reticuloendothelial system cell iron deposition	1	
Iron deposition in liver	Elevated hepatic iron concentration	HP:0012465	Elevated hepatic iron concentration	1	
Iron deposition in lungs	Abnormality of iron homeostasis	HP:0011031	Abnormality of iron homeostasis	1	
Iron deposition in pancreas	Abnormality of iron homeostasis	HP:0011031	Abnormality of iron homeostasis	1	
Iron deposition in parenchymatous organs	Abnormality of iron homeostasis	HP:0011031	Abnormality of iron homeostasis	1	
Iron deposition in the globus pallidus	Iron accumulation in brain	HP:0012675	Iron accumulation in brain	1	HP:0012675
Iron deposition in thyroid	Abnormality of iron homeostasis	HP:0011031	Abnormality of iron homeostasis	1	
iron deposits in the bone marrow	Increased bone marrow iron	HP:0034499	Increased bone marrow iron	1	
iron loading	Abnormality of iron homeostasis	HP:0011031	Abnormality of iron homeostasis	1	
Iron overload	Abnormality of iron homeostasis	HP:0011031	Abnormality of iron homeostasis	1	HP:0011031
Irregular (lace-like) appearance of the iliac crests	Irregular iliac crest	HP:0003796	Irregular iliac crest	1	HP:0003796
Irregular alveolar ridges	Abnormal alveolar ridge morphology	HP:0006477	Abnormal alveolar ridge morphology	1	HP:0006477
Irregular and slow vertical smooth pursuit	Abnormal smooth pursuit	HP:0000617	Abnormality of ocular smooth pursuit	1	HP:0000617
irregular and squared-off calcaneal bones	Abnormality of the calcaneus	HP:0008364	Abnormality of the calcaneus	1	HP:0008364
Irregular articular surfaces of the tubular bones	Abnormality of long bone morphology	HP:0011314	Abnormal long bone morphology	1	HP:0010582
irregular breathing	Irregular respiration	HP:0012195	Irregular respiration	1	
Irregular brown pigmentation	Irregular hyperpigmentation	HP:0007400	Irregular hyperpigmentation	1	HP:0007400
Irregular calcifications in epiphyses	Epiphyseal dysplasia	HP:0002656	Epiphyseal dysplasia	1	HP:0010655
Irregular capitate and hamate	Irregular carpal bones	HP:0004236	Irregular carpal bones	1	HP:0004236
Irregular carpal bone contours	Irregular carpal bones	HP:0004236	Irregular carpal bones	1	HP:0004236
irregular carpal maturation	Abnormality of carpal bone ossification	HP:0006257	Abnormality of carpal bone ossification	1	HP:0006257
Irregular carpals, tarsals, and epiphyses	Carpal fusion	HP:0009702	Carpal synostosis	1	HP:0004236
Irregular carpals, tarsals, and epiphyses	Epiphyseal stippling	HP:0010655	Epiphyseal stippling	1	HP:0010655
Irregular contours of proximal femoral epiphyses	Irregular proximal femoral epiphyses	HP:0005041	Irregular capital femoral epiphysis	1	HP:0005041
Irregular contours of the ribs	Abnormal rib morphology	HP:0000772	Abnormal rib morphology	1	HP:0000772
Irregular costochondral junctions	Irregular chondrocostal junctions	HP:0006606	Irregular chondrocostal junctions	1	HP:0006606
Irregular defects of the metaphyses at the ends of the long bones	Metaphyseal dysplasia	HP:0100255	Metaphyseal dysplasia	1	HP:0100255
Irregular deformities of the vertebrae	Vertebral anomalies	HP:0003468	Abnormal vertebral morphology	1	HP:0003468
Irregular deformities of the vertebral bodies	Abnormal form of the vertebral bodies	HP:0003312	Abnormal form of the vertebral bodies	1	HP:0003312
Irregular deformity and shortening of the metacarpals, metatarsals, and phalanges	Abnormality of the phalanges of the hand	HP:0005918	Abnormal finger phalanx morphology	1	PARENT:HP:0001167
Irregular dental eruption	Abnormality of tooth eruption	HP:0006292	Abnormality of dental eruption	1	HP:0006292
Irregular diaphyseal modeling	Abnormal diaphysis morphology	HP:0000940	Abnormal diaphysis morphology	1	HP:0000940
Irregular diaphyseal modeling	Abnormality of long bone morphology	HP:0011314	Abnormal long bone morphology	1	PARENT:HP:0000940
irregular disrupted eyebrows	Abnormality of the eyebrows	HP:0000534	Abnormal eyebrow morphology	1	HP:0000534
irregular dysplastic acetabuli	Acetabular dysplasia	HP:0008807	Acetabular dysplasia	1	HP:0008807
Irregular endplates of metaphyses	Irregular vertebral endplates	HP:0003301	Irregular vertebral endplates	1	HP:0003025
Irregular epiphyseal form	Abnormal epiphyseal ossification	HP:0010656	Abnormal epiphyseal ossification	1	HP:0010656
irregular epiphyseal ossification	Abnormal epiphyseal ossification	HP:0010656	Abnormal epiphyseal ossification	1	HP:0010656
Irregular epiphyses and metaphyses	Abnormal epiphysis morphology	HP:0005930	Abnormal epiphysis morphology	1	PARENT:HP:0000944
irregular epiphyses of proximal phalanges	Irregular epiphyses of the proximal phalanges of the hand	HP:0010273	Irregular epiphyses of the proximal phalanges of the hand	1	HP:0010273
Irregular erythema progressing to poikiloderma	Poikiloderma	HP:0001029	Poikiloderma	1	HP:0001029
irregular flattening of the capital femoral epiphyses	Irregular capital femoral epiphysis	HP:0005041	Irregular capital femoral epiphysis	1	HP:0005041
Irregular generalized spike-wave pattern on EEG	Abnormal EEG	HP:0002353	EEG abnormality	1	PARENT:HP:0030178
Irregular growth plates	Abnormal growth plate morphology	HP:0025368	Abnormal growth plate morphology	1	HP:0025368
Irregular implantation of toes	Abnormal toe morphology	HP:0001780	Abnormal toe morphology	1	HP:0001780
irregular linear areas of increased radiodensity	Patchy osteosclerosis	HP:0005686	Patchy osteosclerosis	1	HP:0005686
Irregular menstrual periods	Irregular menstruation	HP:0000858	Irregular menstruation	1	HP:0000858
Irregular metacarpal bones	Irregular metacarpals	HP:0006160	Irregular metacarpals	1	HP:0006160
Irregular metaphyseal margins of femoral necks	Abnormality of the femoral neck	HP:0003367	Abnormal femoral neck morphology	1	PARENT:HP:0003367
Irregular metaphyseal ossification	Metaphyseal irregularity	HP:0003025	Metaphyseal irregularity	1	HP:0003025
Irregular metaphyseal ossification in tubular bones	Metaphyseal irregularity	HP:0003025	Metaphyseal irregularity	1	HP:0003025
Irregular metaphyseal ossification of the proximal femora	Abnormal proximal femoral metaphysis morphology	HP:0006431	Abnormal proximal femoral metaphysis morphology	1	HP:0006431
Irregular metaphyses and epiphyses	Epiphyseal dysplasia	HP:0002656	Epiphyseal dysplasia	1	HP:0002656
Irregular metaphyses and epiphyses	Metaphyseal dysplasia	HP:0100255	Metaphyseal dysplasia	1	HP:0100255
Irregular metaphyses of the long bones	Metaphyseal irregularity	HP:0003025	Metaphyseal irregularity	1	HP:0003025
Irregular mineralization of the metaphyses	Irregular, rachitic-like metaphyses	HP:0005042	Irregular, rachitic-like metaphyses	1	HP:0003025
Irregular ossification at the ischiopubic junction	Abnormal ischium morphology	HP:0003174	Abnormal ischium morphology	1	PARENT:HP:0003174
irregular ossification of acetabulum	Abnormal acetabulum morphology	HP:0003170	Abnormal acetabulum morphology	1	HP:0003170
Irregular ossification of lateral superior acetabular region	Irregular acetabular roof	HP:0008833	Irregular acetabular roof	1	HP:0008833
Irregular ossification of the capital femoral epiphyses	Irregular capital femoral epiphysis	HP:0005041	Irregular capital femoral epiphysis	1	HP:0005041
Irregular ossification of the carpal bones	Abnormality of carpal bone ossification	HP:0006257	Abnormality of carpal bone ossification	1	HP:0006257
Irregular ossification of the tarsal bones	Abnormal tarsal bone ossification	HP:0008369	Abnormal tarsal ossification	1	HP:0008369
irregular ossification of the vertebral bodies	Irregular vertebral endplates	HP:0003301	Irregular vertebral endplates	1	HP:0004582
Irregular osteolytic lesion	Osteolysis	HP:0002797	Osteolysis	1	HP:0002797
Irregular patches of dark iris pigmentation	Abnormal iris pigmentation	HP:0008034	Abnormal iris pigmentation	1	HP:0008034
Irregular periosteal thickening of ribs	Periosteal reaction	HP:0031485	Subperiosteal bone formation	1	HP:0031485
Irregular periosteal thickening of the ribs	Abnormality of the ribs	HP:0000772	Abnormal rib morphology	1	PARENT:HP:0000772
Irregular permanent teeth	Irregular dentition	HP:0040079	Irregular dentition	1	HP:0040079
Irregular pigmentation	Abnormality of skin pigmentation	HP:0001000	Abnormality of skin pigmentation	1	PARENT:HP:0001000
irregular placement of teeth	Malocclusion	HP:0000689	Dental malocclusion	1	HP:0000692
Irregular placement of teeth	Malposition of teeth	HP:0000692	Tooth malposition	1	HP:0000692
Irregular platyspondyly	Abnormal vertebral morphology	HP:0003468	Abnormal vertebral morphology	1	PARENT:HP:0003468
Irregular ribbon-like ribs	Abnormal rib morphology	HP:0000772	Abnormal rib morphology	1	PARENT:HP:0000772
Irregular ribs	Rib anomaly	HP:0000772	Abnormal rib morphology	1	HP:0000772
Irregular ribs and clavicles	Abnormal rib morphology	HP:0000772	Abnormal rib morphology	1	HP:0000772
Irregular ribs and clavicles	Abnormal clavicle morphology	HP:0000889	Abnormal clavicle morphology	1	HP:0000889
irregular skull morphology	Abnormal skull morphology	HP:0000929	Abnormal skull morphology	1	
Irregular skull of acrocephaly	Abnormal skull morphology	HP:0000929	Abnormal skull morphology	1	
Irregular tooth size	Abnormality of the dentition	HP:0000164	Abnormality of the dentition	1	PARENT:HP:0000164
Irregular upper and lower end plates of the vertebral bodies	Irregular vertebral endplates	HP:0003301	Irregular vertebral endplates	1	HP:0003301
irregular vertebral bodies	Vertebral segmentation defects	HP:0003422	Vertebral segmentation defect	1	HP:0003468
irregular vertebral bodies	Abnormal vertebral morphology	HP:0003468	Abnormal vertebral morphology	1	HP:0003468
irregular, abnormal-appearing atlantooccipital joints	Abnormal joint morphology	HP:0001367	Abnormal joint morphology	1	PARENT:HP:0001367
irregular, abnormal-appearing temporomandibular joints	Abnormality of the temporomandibular joint	HP:0010754	Abnormality of the temporomandibular joint	1	HP:0010754
Irregular, bowed, or delta-shaped metaphyseal margins of phalanges	Metaphyseal irregularity	HP:0003025	Metaphyseal irregularity	1	HP:0003025
Irregular, often multicentric opacities with calcific spots arising in epiphyses and/ or tarsal bones of the leg	Epiphyseal stippling	HP:0010655	Epiphyseal stippling	1	HP:0010655
Irregular, often multicentric opacities with calcific spots arising in epiphyses and/or tarsal bones of the leg	Epiphyseal dysplasia	HP:0002656	Epiphyseal dysplasia	1	PARENT:HP:0002656
irregular-shaped skull	Abnormal skull morphology	HP:0000929	Abnormal skull morphology	1	
irregularities in the lumbar vertebrae	Abnormal vertebral morphology	HP:0003468	Abnormal vertebral morphology	1	
Irregularities of the upper and lower end plates	Abnormality of the vertebral endplates	HP:0005106	Abnormality of the vertebral endplates	1	HP:0005106
Irregularity and central indentation of endplates	Endplate irregularity	HP:0003301	Irregular vertebral endplates	1	HP:0003301
Irregularity of epiphyses	Epiphyseal dysplasia	HP:0002656	Epiphyseal dysplasia	1	HP:0002656
Irregularity of the epiphyses and articular surfaces	Abnormality of the epiphyses	HP:0005930	Abnormal epiphysis morphology	1	PARENT:HP:0005930
irregularity of the metaphyses of the tubular bones	Metaphyseal irregularity	HP:0003025	Metaphyseal irregularity	1	HP:0003025
irregularity of the subchondral margins of the acetabula	Abnormality of the acetabulum	HP:0003170	Abnormal acetabulum morphology	1	PARENT:HP:0003170
irregularity of the upper and lower end plates	Abnormality of the vertebral endplate	HP:0005106	Abnormality of the vertebral endplates	1	HP:0005106
Irregularly calcified iliac crests	Iliac crest serration	HP:0008786	Iliac crest serration	1	HP:0008786
Irregularly narrowed medullary cavities	Stenosis of the medullary cavity of the long bones	HP:0100254	Stenosis of the medullary cavity of the long bones	1	HP:0100254
Irregularly positioned toes	Abnormal toe morphology	HP:0001780	Abnormal toe morphology	1	PARENT:HP:0001780
irregularly situated nucleus dentatus	Abnormality of the dentate nucleus	HP:0100321	Abnormal dentate nucleus morphology	1	
Irregularly sized vertebral bodies	Abnormal vertebral morphology	HP:0003468	Abnormal vertebral morphology	1	PARENT:HP:0003468
Irritability in infancy	Irritability	HP:0000737	Irritability	1	HP:0000737
Irritable bowel	Bowel irritability	HP:0033628	Bowel irritability	1	HP:0033628
Irritable bowel syndrome	Bowel irritability	HP:0033628	Bowel irritability	1	HP:0033628
Irritative activity on EEG	Abnormality of the electroencephalogram	HP:0002353	EEG abnormality	1	HP:0002353
ischemia	Tissue ischemia	HP:0033401	Tissue ischemia	1	HP:0033401
ischemic changes	Cerebral ischemia	HP:0002637	Cerebral ischemia	1	HP:0002637
Ischemic injury to the digits	Digital ischemia	HP:0033402	Digital ischemia	1	HP:0033402
Ischemic injury to the intestine	Intestinal ischemia	HP:0033404	Intestinal ischemia	1	HP:0033404
Ischemic injury to the kidney	Acute kidney injury	HP:0001919	Acute kidney injury	1	NON
Isolated absence of thumbs	Absent thumb	HP:0009777	Absent thumb	1	HP:0009777
isolated anemia and neutropenia	Neutropenia	HP:0001875	Decreased total neutrophil count	1	HP:0001875
isolated anemia and neutropenia	Anemia	HP:0001903	Anemia	1	HP:0001903
Isolated central nervous system (CNS) involvement	Morphological central nervous system abnormality	HP:0002011	Morphological central nervous system abnormality	1	PARENT:HP:0002011
Isolated cerebellar atrophy on neuroimaging	Cerebellar atrophy	HP:0001272	Cerebellar atrophy	1	HP:0001272
isolated cytochrome c oxidase deficiency	Cytochrome C oxidase-negative muscle fibers	HP:0003688	Cytochrome C oxidase-negative muscle fibers	1	
Isolated dextrocardia	Dextrocardia	HP:0001651	Dextrocardia	1	HP:0001651
isolated elevated transaminases	Elevated transaminases	HP:0002910	Elevated circulating hepatic transaminase concentration	1	HP:0002910
isolated erythrocytosis	Polycythemia	HP:0001901	Polycythemia	1	HP:0001901
isolated foveal hypoplasia	Foveal hypoplasia	HP:0007750	Hypoplasia of the fovea	1	HP:0007750
